 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
263.648,316.088,36.8259,321.806,327.381,18.5274,292.808,509.275,93.6932,286.934,447.021,73.3483,323.085,448.097,34.8056,318.118,517.564,51.93,239.885,585.836,27.4981,306.552,576.71,67.3959,269.603,582.888,157.116,248.783,599.729,203.801,236.306,612.704,246.322,257.657,644.983,236.571,268.387,635.348,194.817,282.262,621.523,147.408,170.299,743.421,341.281,139.456,641.976,322.692,157.525,667.92,358.523,1.24491,616.283,286.61,1.93784,626.049,315.78,45.6111,625.673,313.711,46.4734,613.952,285.37
263.64,316.079,36.8777,321.805,327.383,18.5255,292.801,509.279,93.6865,286.929,447.02,73.3438,323.079,448.1,34.8022,318.122,517.552,51.9099,239.836,585.858,27.4795,306.534,576.711,67.3786,269.601,582.894,157.101,248.765,599.745,203.783,236.295,612.727,246.306,257.653,644.993,236.558,268.382,635.347,194.812,282.257,621.523,147.405,170.297,743.427,341.273,139.448,641.983,322.674,157.52,667.925,358.51,1.26179,616.298,286.588,1.93622,626.061,315.769,45.6104,625.685,313.697,46.4736,613.964,285.359
263.645,316.098,36.8308,321.802,327.383,18.5228,292.795,509.285,93.6786,286.926,447.02,73.3412,323.073,448.105,34.7948,318.115,517.556,51.9029,239.822,585.86,27.476,306.524,576.716,67.3649,269.591,582.895,157.105,248.756,599.751,203.773,236.29,612.733,246.297,257.651,645.01,236.544,268.181,635.5,194.709,282.252,621.522,147.4,170.294,743.433,341.26,139.445,641.99,322.668,157.518,667.931,358.497,1.24535,616.342,286.546,2.03264,626.091,315.665,45.585,625.696,313.671,46.4833,613.989,285.336
263.64,316.09,36.8838,321.801,327.385,18.5207,292.787,509.299,93.6644,286.919,447.016,73.3335,323.066,448.107,34.7895,318.098,517.565,51.911,239.802,585.861,27.4714,306.512,576.715,67.3509,269.58,582.895,157.098,248.75,599.754,203.763,236.285,612.739,246.285,257.646,645.015,236.532,268.254,635.487,194.704,282.246,621.521,147.393,170.289,743.435,341.249,139.441,641.996,322.654,157.513,667.934,358.486,1.2414,616.358,286.528,2.03362,626.105,315.64,45.5819,625.704,313.659,46.4814,614.002,285.319
263.642,316.101,36.8322,321.799,327.386,18.5179,292.766,509.303,93.6522,286.916,447.015,73.3303,323.061,448.112,34.782,318.104,517.561,51.8896,239.798,585.855,27.4594,306.503,576.72,67.3374,269.557,582.884,157.089,248.741,599.758,203.748,236.269,612.739,246.257,257.634,645.016,236.517,268.247,635.486,194.691,282.24,621.519,147.387,170.29,743.441,341.238,139.438,642.001,322.64,157.513,667.936,358.479,1.25794,616.361,286.487,2.0382,626.13,315.63,45.5878,625.724,313.647,46.4814,614.016,285.303
263.641,316.101,36.8303,321.798,327.387,18.5157,292.759,509.308,93.6429,286.906,446.997,73.3074,323.058,448.115,34.7747,318.093,517.58,51.8727,239.773,585.848,27.4415,306.494,576.724,67.3238,269.568,582.896,157.08,248.738,599.764,203.738,236.267,612.746,246.249,257.631,645.036,236.503,268.242,635.488,194.674,282.238,621.518,147.383,170.287,743.442,341.222,139.44,642.012,322.594,157.51,667.949,358.455,1.25861,616.378,286.472,2.0417,626.158,315.621,45.5786,625.737,313.626,46.4776,614.024,285.289
263.639,316.103,36.8271,321.797,327.388,18.5132,292.751,509.313,93.63,286.904,446.997,73.3041,323.054,448.118,34.7665,318.069,517.589,51.8534,239.767,585.834,27.4218,306.482,576.73,67.2912,269.56,582.899,157.073,248.732,599.769,203.724,236.26,612.751,246.231,257.619,645.033,236.487,268.233,635.493,194.657,282.234,621.516,147.378,170.287,743.445,341.211,139.436,642.011,322.572,157.506,667.95,358.44,1.25273,616.394,286.456,2.07322,626.21,315.572,45.5775,625.761,313.618,46.45,613.943,285.217
263.641,316.103,36.8265,321.796,327.391,18.5111,292.744,509.316,93.6197,286.9,446.997,73.3006,323.05,448.121,34.7582,318.102,517.632,51.8542,239.754,585.828,27.4066,306.474,576.732,67.2742,269.553,582.899,157.064,248.725,599.77,203.705,236.251,612.748,246.201,257.616,645.037,236.472,268.231,635.488,194.638,282.231,621.516,147.373,170.304,743.456,341.198,139.428,642.015,322.556,157.504,667.951,358.427,1.24838,616.412,286.431,2.07172,626.219,315.555,45.5786,625.768,313.603,46.4492,613.953,285.202
263.642,316.103,36.8277,321.795,327.392,18.5067,292.741,509.322,93.6048,286.898,446.996,73.2969,323.032,448.142,34.7483,318.104,517.637,51.8325,239.752,585.819,27.3842,306.453,576.735,67.232,269.548,582.902,157.053,248.721,599.786,203.688,236.213,612.763,246.166,257.6,645.049,236.446,268.235,635.518,194.647,282.225,621.513,147.364,170.304,743.456,341.183,139.426,642.017,322.54,157.501,667.957,358.408,1.24761,616.426,286.4,2.06966,626.229,315.543,45.577,625.78,313.587,46.4458,613.966,285.189
263.641,316.106,36.8283,321.795,327.393,18.5041,292.737,509.324,93.5917,286.894,446.997,73.2927,323.032,448.14,34.7309,318.07,517.596,51.7899,239.753,585.831,27.3639,306.444,576.736,67.2125,269.544,582.901,157.042,248.718,599.789,203.677,236.206,612.766,246.152,257.59,645.103,236.423,268.231,635.524,194.63,282.201,621.511,147.327,170.291,743.446,341.158,139.388,642.023,322.551,157.498,667.956,358.393,1.24369,616.439,286.386,2.0125,626.194,315.543,45.5702,625.789,313.571,46.4474,613.985,285.167
263.64,316.106,36.8288,321.781,327.393,18.4848,292.741,509.336,93.5923,286.885,446.999,73.2903,323.028,448.144,34.7022,318.091,517.64,51.8035,239.742,585.816,27.3583,306.437,576.74,67.1967,269.542,582.904,157.032,248.715,599.79,203.657,236.199,612.769,246.137,257.584,645.105,236.412,268.215,635.515,194.585,282.206,621.515,147.344,170.29,743.443,341.143,139.402,642.03,322.495,157.498,667.955,358.38,1.23857,616.455,286.371,2.00334,626.207,315.522,45.5671,625.801,313.552,46.4399,613.98,285.148
263.647,316.109,36.8303,321.78,327.401,18.4759,292.739,509.342,93.5795,286.893,446.997,73.2843,323.03,448.137,34.7042,318.038,517.592,51.8034,239.735,585.815,27.3396,306.428,576.743,67.1796,269.549,582.913,157.023,248.714,599.794,203.643,236.193,612.775,246.123,257.577,645.106,236.4,268.199,635.528,194.563,282.172,621.512,147.293,170.29,743.443,341.132,139.397,642.037,322.476,157.499,667.962,358.361,1.2267,616.47,286.352,2.00309,626.221,315.505,45.5564,625.823,313.539,46.4463,614.009,285.123
263.648,316.111,36.8299,321.791,327.403,18.4916,292.73,509.374,93.5639,286.893,446.999,73.2822,323.027,448.139,34.6959,318.033,517.593,51.7942,239.729,585.809,27.3267,306.421,576.747,67.1608,269.549,582.916,157.012,248.698,599.797,203.627,236.188,612.781,246.106,257.534,645.139,236.349,268.165,635.515,194.499,282.168,621.514,147.285,170.288,743.44,341.118,139.39,642.034,322.461,157.495,667.959,358.348,1.22719,616.483,286.339,1.99949,626.229,315.495,45.5643,625.843,313.519,46.4444,614.029,285.107
263.647,316.11,36.8281,321.762,327.409,18.47,292.716,509.39,93.5439,286.881,446.998,73.2789,323.049,448.125,34.7633,318.028,517.593,51.7842,239.716,585.79,27.3176,306.412,576.751,67.1459,269.54,582.92,156.996,248.717,599.806,203.613,236.187,612.78,246.088,257.514,645.137,236.33,268.183,635.54,194.525,282.165,621.515,147.28,170.284,743.437,341.109,139.379,642.037,322.44,157.494,667.959,358.331,1.22707,616.492,286.331,1.99927,626.238,315.482,45.5743,625.858,313.487,46.4738,614.05,285.063
263.647,316.108,36.8271,321.747,327.412,18.4479,292.715,509.394,93.533,286.88,446.997,73.2763,323.044,448.132,34.7543,318.024,517.595,51.7765,239.714,585.806,27.2999,306.406,576.753,67.1292,269.543,582.922,156.979,248.705,599.833,203.598,236.206,612.774,246.063,257.538,645.108,236.362,268.18,635.578,194.511,282.162,621.518,147.273,170.278,743.431,341.097,139.376,642.042,322.429,157.49,667.958,358.319,1.23337,616.5,286.31,1.99793,626.244,315.47,45.5669,625.864,313.47,46.4698,614.068,285.052
263.648,316.11,36.8295,321.744,327.408,18.4401,292.711,509.399,93.5222,286.885,447.103,73.2267,323.019,448.149,34.6735,318.036,517.618,51.7155,239.7,585.772,27.2969,306.398,576.757,67.1135,269.542,582.926,156.971,248.702,599.838,203.588,236.197,612.777,246.046,257.534,645.112,236.353,268.175,635.591,194.5,282.138,621.577,147.162,170.278,743.428,341.089,139.372,642.046,322.416,157.491,667.953,358.309,1.23873,616.516,286.299,1.99354,626.251,315.454,45.5614,625.871,313.457,46.4606,614.077,285.038
263.646,316.109,36.8277,321.742,327.408,18.4377,292.709,509.403,93.5142,286.894,447.104,73.2228,323.033,448.136,34.7279,318.03,517.619,51.7108,239.691,585.794,27.2794,306.386,576.761,67.1005,269.54,582.929,156.964,248.701,599.836,203.581,236.192,612.78,246.034,257.517,645.127,236.323,268.174,635.61,194.461,282.132,621.587,147.152,170.273,743.427,341.082,139.369,642.033,322.349,157.49,667.956,358.297,1.23381,616.53,286.283,1.99509,626.26,315.444,45.5595,625.881,313.448,46.4577,614.093,285.032
263.645,316.11,36.8264,321.735,327.421,18.4358,292.705,509.406,93.5092,286.775,447.133,73.2328,323.029,448.138,34.7216,318.023,517.622,51.7002,239.682,585.755,27.2781,306.377,576.761,67.0884,269.532,582.93,156.945,248.702,599.834,203.566,236.189,612.788,246.023,257.509,645.128,236.313,268.166,635.618,194.446,282.129,621.595,147.145,170.27,743.425,341.075,139.38,642.04,322.376,157.488,667.954,358.289,1.22972,616.542,286.264,1.99114,626.266,315.435,45.5577,625.886,313.435,46.453,614.103,285.019
263.647,316.108,36.825,321.74,327.41,18.4354,292.701,509.407,93.5013,286.77,447.133,73.2277,323.004,448.136,34.7043,318.018,517.624,51.6964,239.673,585.781,27.2578,306.378,576.767,67.0388,269.529,582.932,156.942,248.701,599.841,203.561,236.185,612.794,246.015,257.505,645.13,236.306,268.164,635.628,194.441,282.123,621.599,147.138,170.268,743.427,341.07,139.366,642.042,322.338,157.489,667.953,358.283,1.22752,616.554,286.253,1.99141,626.274,315.424,45.5653,625.912,313.413,46.4549,614.114,285.008
263.643,316.108,36.8281,321.734,327.421,18.4329,292.697,509.409,93.4976,286.767,447.134,73.2235,323.017,448.142,34.7102,318.039,517.678,51.7208,239.667,585.743,27.2646,306.356,576.766,67.023,269.525,582.934,156.938,248.699,599.846,203.555,236.187,612.803,245.998,257.502,645.133,236.302,268.156,635.634,194.433,282.117,621.606,147.131,170.265,743.427,341.065,139.361,642.044,322.328,157.485,667.954,358.273,1.2311,616.563,286.242,1.99475,626.287,315.395,45.5636,625.923,313.4,46.4538,614.121,284.998
263.639,316.106,36.8248,321.734,327.423,18.4321,292.692,509.41,93.4958,286.763,447.136,73.2197,322.991,448.138,34.6916,318.021,517.649,51.7719,239.662,585.742,27.2632,306.341,576.767,67.0615,269.516,582.948,156.932,248.693,599.848,203.54,236.186,612.808,245.993,257.498,645.135,236.298,268.06,635.711,194.322,282.106,621.623,147.103,170.26,743.426,341.058,139.354,642.048,322.32,157.479,667.956,358.267,1.23389,616.586,286.227,1.99094,626.296,315.383,45.5645,625.935,313.387,46.4479,614.138,284.984
263.638,316.106,36.825,321.733,327.422,18.4312,292.686,509.41,93.492,286.756,447.137,73.2202,322.983,448.146,34.6966,318.027,517.688,51.7066,239.643,585.77,27.2417,306.334,576.77,67.0581,269.51,582.95,156.929,248.688,599.852,203.539,236.188,612.815,245.994,257.5,645.132,236.303,268.046,635.718,194.314,282.089,621.632,147.09,170.257,743.427,341.057,139.353,642.053,322.315,157.475,667.955,358.261,1.23689,616.592,286.211,1.99156,626.299,315.376,45.5653,625.942,313.379,46.4457,614.158,284.971
263.637,316.106,36.8242,321.732,327.424,18.4309,292.68,509.412,93.4902,286.75,447.136,73.2194,322.98,448.15,34.6973,318.031,517.681,51.7217,239.634,585.776,27.2474,306.327,576.771,67.0593,269.5,582.958,156.93,248.688,599.857,203.54,236.187,612.82,245.991,257.496,645.134,236.301,268.041,635.722,194.31,282.073,621.639,147.08,170.255,743.429,341.053,139.346,642.057,322.307,157.472,667.956,358.255,1.23708,616.602,286.204,1.99317,626.307,315.371,45.5685,625.945,313.372,46.4395,614.179,284.965
263.636,316.105,36.8241,321.73,327.424,18.4297,292.668,509.411,93.4846,286.746,447.137,73.2169,322.973,448.145,34.6936,318.025,517.682,51.7202,239.63,585.786,27.2522,306.313,576.773,67.0609,269.494,582.957,156.927,248.683,599.859,203.538,236.184,612.823,245.988,257.493,645.135,236.297,268.033,635.723,194.304,282.066,621.639,147.077,170.252,743.433,341.053,139.345,642.059,322.303,157.471,667.958,358.253,1.24349,616.632,286.18,1.99408,626.309,315.36,45.5676,625.952,313.363,46.436,614.181,284.957
263.636,316.105,36.8236,321.73,327.425,18.4299,292.657,509.409,93.4744,286.706,447.153,73.2087,322.97,448.149,34.6964,317.993,517.632,51.6825,239.623,585.787,27.2521,306.304,576.771,67.052,269.451,583.008,156.834,248.679,599.86,203.536,236.182,612.827,245.988,257.491,645.138,236.295,268.017,635.725,194.298,282.06,621.638,147.077,170.234,743.437,341.048,139.342,642.063,322.303,157.474,667.961,358.252,1.24228,616.644,286.169,1.9956,626.313,315.349,45.5689,625.989,313.378,46.4398,614.196,284.95
263.635,316.104,36.8232,321.729,327.425,18.4291,292.65,509.411,93.4714,286.697,447.148,73.2,322.962,448.149,34.6937,318.007,517.682,51.7105,239.605,585.811,27.2514,306.299,576.777,67.0619,269.443,583.008,156.832,248.676,599.859,203.537,236.176,612.827,245.982,257.488,645.14,236.292,268.024,635.725,194.294,282.058,621.639,147.078,170.232,743.439,341.047,139.338,642.067,322.294,157.469,667.961,358.247,1.2445,616.652,286.161,1.9925,626.317,315.342,45.568,625.964,313.34,46.4362,614.197,284.944
263.635,316.103,36.8242,321.729,327.424,18.4298,292.64,509.411,93.4746,286.692,447.148,73.1992,322.959,448.152,34.6917,317.988,517.655,51.7429,239.594,585.792,27.2398,306.294,576.778,67.06,269.432,583.006,156.828,248.668,599.862,203.541,236.177,612.833,245.985,257.487,645.14,236.291,268.009,635.727,194.29,282.051,621.64,147.072,170.231,743.439,341.046,139.338,642.068,322.296,157.466,667.962,358.246,1.25114,616.667,286.149,1.99902,626.327,315.333,45.5661,626,313.356,46.4305,614.206,284.93
263.634,316.103,36.8217,321.73,327.425,18.4273,292.634,509.411,93.4737,286.687,447.151,73.1976,322.957,448.152,34.6926,317.968,517.633,51.6726,239.594,585.807,27.2459,306.29,576.78,67.0608,269.426,583.005,156.828,248.666,599.863,203.541,236.164,612.855,245.98,257.483,645.14,236.288,268.004,635.725,194.284,282.047,621.639,147.071,170.229,743.441,341.043,139.336,642.071,322.294,157.47,667.965,358.246,1.25248,616.675,286.144,2.00296,626.337,315.324,45.5634,626.004,313.348,46.4329,614.216,284.924
263.634,316.105,36.8251,321.729,327.424,18.4295,292.628,509.414,93.4722,286.682,447.15,73.1997,322.962,448.154,34.6983,317.964,517.634,51.6721,239.589,585.794,27.2361,306.283,576.775,67.0473,269.423,583.005,156.826,248.663,599.862,203.54,236.164,612.857,245.977,257.477,645.143,236.285,267.998,635.728,194.279,282.043,621.638,147.07,170.227,743.44,341.043,139.333,642.077,322.291,157.465,667.959,358.209,1.25428,616.683,286.136,2.00737,626.35,315.316,45.572,626.011,313.345,46.4347,614.219,284.918
263.634,316.103,36.8248,321.728,327.425,18.4289,292.626,509.414,93.4728,286.682,447.151,73.1968,322.958,448.155,34.6932,317.95,517.595,51.7186,239.583,585.798,27.2355,306.282,576.781,67.0549,269.42,583.005,156.824,248.665,599.86,203.532,236.175,612.837,245.979,257.477,645.144,236.283,267.994,635.729,194.274,282.012,621.614,147.039,170.227,743.44,341.043,139.332,642.075,322.29,157.467,667.96,358.207,1.26069,616.688,286.126,2.00904,626.352,315.311,45.572,626.014,313.337,46.4291,614.232,284.908
263.635,316.104,36.8226,321.727,327.427,18.4284,292.623,509.415,93.4707,286.68,447.152,73.1963,322.949,448.168,34.7001,317.957,517.641,51.66,239.575,585.792,27.2354,306.28,576.78,67.055,269.418,583.006,156.824,248.661,599.862,203.54,236.171,612.837,245.977,257.475,645.143,236.281,267.994,635.728,194.273,282.012,621.613,147.037,170.227,743.438,341.041,139.333,642.078,322.287,157.465,667.959,358.206,1.25937,616.71,286.121,2.01701,626.374,315.294,45.5736,626.017,313.333,46.4301,614.236,284.902
263.633,316.104,36.8227,321.728,327.426,18.4277,292.622,509.416,93.468,286.68,447.153,73.1945,322.944,448.165,34.6956,317.953,517.643,51.6566,239.572,585.796,27.2343,306.279,576.78,67.0496,269.417,583.007,156.819,248.664,599.862,203.527,236.159,612.859,245.969,257.473,645.142,236.279,267.993,635.724,194.268,282.008,621.615,147.031,170.227,743.437,341.038,139.331,642.079,322.281,157.467,667.957,358.202,1.24987,616.702,286.12,2.0202,626.376,315.291,45.574,626.018,313.33,46.4276,614.269,284.895
263.636,316.103,36.8246,321.729,327.426,18.4256,292.621,509.417,93.4661,286.679,447.152,73.1945,322.946,448.169,34.6964,317.948,517.638,51.6464,239.572,585.791,27.2308,306.276,576.78,67.047,269.417,583.007,156.816,248.663,599.86,203.52,236.159,612.858,245.967,257.474,645.142,236.276,268.012,635.752,194.324,282.008,621.616,147.028,170.229,743.434,341.037,139.328,642.079,322.279,157.467,667.955,358.199,1.2534,616.705,286.11,2.04946,626.408,315.275,45.5796,626.02,313.322,46.4307,614.277,284.889
263.638,316.104,36.8263,321.729,327.425,18.4268,292.623,509.416,93.4628,286.68,447.153,73.1908,322.947,448.169,34.6936,317.947,517.638,51.6419,239.575,585.791,27.2254,306.275,576.781,67.0414,269.419,583.008,156.811,248.663,599.862,203.515,236.159,612.86,245.961,257.473,645.142,236.275,267.995,635.73,194.264,282.011,621.619,147.028,170.242,743.427,341.035,139.331,642.079,322.274,157.47,667.954,358.195,1.25905,616.709,286.102,2.03111,626.393,315.275,45.5834,626.023,313.316,46.4348,614.283,284.883
263.637,316.105,36.8249,321.728,327.427,18.423,292.625,509.417,93.4601,286.682,447.154,73.1882,322.949,448.171,34.6896,317.946,517.639,51.6383,239.566,585.795,27.2253,306.274,576.781,67.0379,269.421,583.011,156.807,248.665,599.861,203.512,236.158,612.859,245.959,257.473,645.142,236.272,267.995,635.73,194.263,282.012,621.619,147.026,170.245,743.424,341.033,139.33,642.077,322.272,157.472,667.951,358.192,1.26109,616.716,286.097,2.03423,626.397,315.268,45.5832,626.027,313.31,46.4251,614.288,284.882
263.64,316.105,36.8276,321.73,327.427,18.4229,292.627,509.417,93.4564,286.684,447.153,73.1867,322.953,448.16,34.6791,317.938,517.597,51.6882,239.572,585.793,27.2205,306.274,576.781,67.0323,269.424,583.013,156.802,248.668,599.864,203.508,236.171,612.835,245.959,257.472,645.141,236.27,268.018,635.752,194.316,282.013,621.622,147.02,170.245,743.422,341.029,139.331,642.076,322.264,157.473,667.949,358.188,1.27157,616.721,286.096,2.03846,626.399,315.259,45.5869,626.027,313.308,46.4328,614.296,284.876
263.648,316.105,36.8297,321.73,327.428,18.4233,292.633,509.42,93.4545,286.687,447.154,73.1842,322.953,448.161,34.6722,317.938,517.597,51.6873,239.565,585.795,27.2192,306.275,576.782,67.0314,269.427,583.014,156.798,248.675,599.876,203.478,236.163,612.857,245.941,257.478,645.139,236.269,268.002,635.734,194.264,282.043,621.646,147.045,170.236,743.415,341.031,139.331,642.077,322.264,157.465,667.941,358.17,1.27529,616.727,286.09,2.06234,626.424,315.248,45.584,626.028,313.302,46.4372,614.302,284.871
263.65,316.107,36.8326,321.731,327.426,18.421,292.635,509.419,93.4513,286.689,447.153,73.1809,322.949,448.159,34.666,317.952,517.643,51.6303,239.57,585.793,27.2175,306.274,576.783,67.0247,269.43,583.017,156.793,248.677,599.878,203.473,236.175,612.835,245.942,257.478,645.14,236.266,268.004,635.729,194.254,282.048,621.648,147.045,170.236,743.412,341.026,139.333,642.075,322.26,157.466,667.938,358.166,1.27889,616.729,286.083,2.06593,626.426,315.245,45.5901,626.03,313.298,46.4519,614.32,284.851
263.649,316.107,36.831,321.731,327.428,18.4182,292.683,509.401,93.4563,286.692,447.157,73.1786,322.949,448.161,34.6608,317.954,517.644,51.6258,239.571,585.793,27.2117,306.282,576.779,66.9709,269.433,583.016,156.79,248.68,599.88,203.469,236.167,612.86,245.934,257.477,645.139,236.263,268.023,635.755,194.309,282.048,621.648,147.04,170.239,743.409,341.025,139.329,642.076,322.254,157.467,667.935,358.163,1.28337,616.731,286.079,2.06975,626.428,315.241,45.5965,626.032,313.291,46.4496,614.33,284.851
